q_id,question,question_type,difficulty,ref_answer,ref_evidence,ref_file,ref_page
Q0165,2026年10月期の学情の通期業績予想において、売上高と当期純利益は前期比で何パーセントの増加を見込んでいますか。,answerable,reasoning,売上高は前期比+20.7%、当期純利益は前期比+31.1%の増加を見込んでいます。,"売上高 13,300百万円 前期比+20.7%
当期純利益 2,480百万円 前期比+31.1%",学情_2026年10月期 第1四半期決算説明資料 .pdf,6
Q0166,学情が2026年10月期第1四半期に営業損失を計上した主な要因として、プロモーションや投資面でどのような活動が挙げられていますか。,answerable,reasoning,11月〜2月にかけての新しいテレビCMの放映、求職者向けのプロモーション、将来に向けた人的投資、システム投資、および販売促進投資を積極的に実施したことが要因として挙げられています。,11月～2月で新TV-CMを放映するなど、求職者向けプロモーション、将来に向けた人的投資、システム投資及び販売促進投資は積極的に実施,学情_2026年10月期 第1四半期決算説明資料 .pdf,11
Q0167,学情の「Ｒｅ就活」サービスにおいて、2026年10月期第1四半期のマッチング数（応募数）と求人件数は、前年同期比でそれぞれ何パーセント変化しましたか。,answerable,simple,マッチング数（応募数）は+20.5%、求人件数（期中平均）は+5.4%増加しました。,"マッチング数（応募数） +20.5%
求人件数（期中平均） +5.4%",学情_2026年10月期 第1四半期決算説明資料 .pdf,16
Q0168,学情の2026年10月期における年間配当予想額と、連続増配の予定年数を教えてください。,answerable,simple,1株当たり配当金は75円で、6期連続での増配を予定しています。,2026年10月期年間配当は、1株当たり配当金75円とし、6期連続での増配を予定,学情_2026年10月期 第1四半期決算説明資料 .pdf,13
Q0169,学情の2026年10月期第1四半期末時点における自己資本比率を、前年同期（2025年10月期）と比較してどのように変化したか説明してください。,answerable,multi_chunk,"2024年10月期の86.4%から、2025年10月期には86.9%へと上昇しています。なお、2026年10月期第1四半期末の貸借対照表データに基づくと、純資産13,958,646千円を資産合計15,284,966千円で割った自己資本比率は約91.3%となります。","自己資本比率（％） 86.4 (2024年10月期) 86.9 (2025年10月期)
資産合計 15,284,966
純資産合計 13,958,646",学情_2026年10月期 第1四半期決算説明資料 .pdf,14
Q0170,学情が2026年2月5日に実施したオンラインカンファレンスの視聴者数と、その主な目的は何ですか。,answerable,reasoning,"視聴者数は1,658人で、学情の採用ノウハウを広く発信することで若手採用の必要性を訴求し、サービス利用につなげることを目的としています。","1,658人が視聴
学情の採用ノウハウを広く発信することで、若手採用の必要性を訴求し、サービス利用につなげることを目的としています。",学情_2026年10月期 第1四半期決算説明資料 .pdf,23
Q0171,学情の「Ｒｅ就活」シリーズのテレビCMにおいて、起用されているタレント名と、訴求しているメッセージ内容を教えてください。,answerable,simple,板垣 李光人さんを起用し、「すべての就活に、Respectを。」というメッセージを訴求しています。,板垣 李光人さんを起用し、「すべての就活に、Respectを。」というメッセージを訴求する内容としています。,学情_2026年10月期 第1四半期決算説明資料 .pdf,2
Q0172,株式会社学情が2026年10月期中に計画している、新規M&A案件の具体的な買収金額と相手企業名を教えてください。,unanswerable,N/A,,,学情_2026年10月期 第1四半期決算説明資料 .pdf,
Q0173,株式会社グリーンエナジー＆カンパニーの2026年4月期第3四半期（連結）における売上高は、前年同期比で何パーセント増加しましたか？,answerable,simple,146.2%増加しました。,"26年4月期 第３四半期（連結） 売上高 11,159 対前年同期比 146.2%",Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,7
Q0174,株式会社グリーンエナジー＆カンパニーの中期経営計画「Green300」において、2029年4月期に達成を目指している売上高と営業利益の目標値をそれぞれ教えてください。,answerable,simple,売上高300億円、営業利益20億円の達成を目指しています。,中期経営計画 Green300 グリーンエネルギー施設の開発数最大化による 2029年4月期売上高300億円/営業利益20億円の達成,Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,26
Q0175,株式会社グリーンエナジー＆カンパニーの2026年4月期第3四半期末時点における、系統用蓄電池事業の「完成・稼働実績」と「建設工事進行中」の合計件数は何件ですか？,answerable,reasoning,合計で20件です（完成・稼働実績が5件、建設工事進行中が15件）。,完成・稼働実績（５） 建設工事進行中（１５） 合計20件,Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,13
Q0176,"2026年4月期第3四半期末の連結貸借対照表において、有利子負債が25年4月期末比で2,110百万円増加した主な理由は何ですか？",answerable,simple,サステナビリティリンクローンの組成による借入増が主な理由です。,"有利子負債 25年4月期期末 5,757 26年4月期第3四半期末 7,867 対前年期末増減額 2,110 サステナビリティリンクローン組成による借入増",Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,9
Q0177,株式会社グリーンエナジー＆カンパニーが2026年4月期第3四半期に実施した株主還元策のうち、300株以上を6ヶ月以上保有する株主に提供されるデジタルギフトの年間合計額はいくらですか？,answerable,reasoning,"年間合計で30,000円分です（4月末と10月末に各15,000円分）。","株主優待 デジタルギフト 30,000円 対象：300株以上保有株主 6ヶ月以上の保有 4月末・10月末各時点 15,000円分",Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,11
Q0178,株式会社グリーンエナジー＆カンパニーの「フロービジネス」に含まれる2つの主要事業領域について、2026年4月期第3四半期の売上高合計を算出してください。,answerable,multi_chunk,"10,267百万円です。内訳は「太陽光発電施設・系統用蓄電池」が4,880百万円、「ネットゼロ・エネルギー・ハウス」が5,387百万円です。","フロービジネス 10,267 太陽光発電施設・系統用蓄電池 4,880 ネットゼロ・エネルギー・ハウス 5,387",Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,8
Q0179,株式会社グリーンエナジー＆カンパニーの2026年4月期通期業績予想において、2月27日の上方修正後の売上高目標と、その修正の主な要因を説明してください。,answerable,multi_chunk,売上高目標は170億円です。修正の要因は、系統用蓄電池事業の推進と資産売却によるものです。,"26年4月期予想 売上高 17,000 ※２月２７日に上方修正：売上１５４→１７０億円 ※系統用蓄電池事業推進と資産売却のため",Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,10
Q0180,株式会社グリーンエナジー＆カンパニーが2025年5月より「Purpose」「Vision」「Value」の最上位に位置づけた経営思想の名称は何ですか？,answerable,simple,「クレド（CREDO）」です。,「Purpose」「Vision」「Value」における最上位経営思想として「クレド」を新たに掲げました。,Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,34
Q0181,株式会社グリーンエナジー＆カンパニーが2026年4月期第3四半期に提携したGATES株式会社との協業において、具体的にどのような商材の流通促進を目指していますか？,unanswerable,N/A,,,Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,
Q0182,株式会社グリーンエナジー＆カンパニーの2026年4月期における、従業員一人当たりの平均年間給与額はいくらですか？,unanswerable,N/A,,,Ｇ－グリーンエナジー_2026年4月期第3四半期　決算説明資料 .pdf,
Q0183,HOYA株式会社のFY25 Q3連結業績において、売上収益、通常の営業活動からの利益、税前利益の3項目すべてが達成した記録は何ですか？,answerable,simple,売上収益、通常の営業活動からの利益、税前利益の全てが過去最高を更新しました。,売上収益、通常の営業活動からの利益、税前利益の全てが過去最高を更新した。,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,4
Q0184,HOYAのライフケア事業におけるFY25 Q3の税前利益が大幅増となった主な要因として、中国の眼内レンズ合弁会社に関連するどのような会計上の処理が挙げられていますか？,answerable,reasoning,将来の持分取得に備えて計上していた長期金融負債（買い取り額の見積もり）が、市場環境の変化により実際の取得額を下回ったため、その差額を一過性の収益として計上したことが要因です。,実際の取得額が当初の見積額を下回ったため、差額を一過性の収益として計上した。,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,5
Q0185,HOYAの2026年3月期（FY25）通期ガイダンスにおいて、売上収益と税前利益の予想値はそれぞれ何億円とされていますか？,answerable,simple,"売上収益は9,400億円、税前利益は3,240億円と予想されています。","売上収益 9,400、税前利益 3,240（単位：億円）",ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,17
Q0186,HOYAの情報・通信事業のLSI製品において、EUVブランクスとDUVブランクスのそれぞれの需要動向と成長の背景について説明してください。,answerable,reasoning,EUVブランクスは顧客の先端ノードにおける活発な開発活動を背景に二桁増収を維持し、DUVブランクスはEUV露光向け、中国顧客向け、メモリ向けなど広範な需要で堅調に推移しました。,EUVブランクスは顧客の先端ノードにおける活発な開発活動を背景に、二桁の増収を維持した。DUVブランクスは、EUV露光向けや中国顧客向け、メモリ向けなど広範で需要が堅調に推移。,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,12
Q0187,HOYAの映像事業における「CUPO」とはどのような製品であり、なぜ直近で需要が急伸しているのですか？,answerable,multi_chunk,CUPOは銅（Cu）を微量添加して偏光特性を持たせた光学部材です。AI市場の拡大により光トランシーバーの出荷台数が急増していることや、データ転送速度の高速化に伴い光トランシーバー1台あたりの使用枚数が増加していることが急伸の背景です。,Cu（銅の元素記号）を微量添加することで偏光特性を持たせた光学部材。AI市場の拡大で光トランシーバー出荷台数が急増。データ転送速度の高速化に伴い、1台あたりの使用枚数が増加。,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,"19,20"
Q0188,HOYAのFY25 Q3時点における株主還元策として、2026年2月2日から開始される「自社株買い②」の取得総額の上限と、取得後の処理方針はどうなっていますか？,answerable,simple,"取得総額の上限は1,000億円であり、取得後は消却する予定です。","取得総額:上限1,000億円、消却有無：取得後、消却予定",ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,16
Q0189,HOYAのライフケア事業の製品別概況において、メガネレンズ、コンタクトレンズ（アイシティ）、内視鏡のFY25 Q3売上成長率（円建て）を比較し、減収となった製品とその理由を述べてください。,answerable,multi_chunk,メガネレンズは+11%、コンタクトレンズは+4%、内視鏡は-4%でした。内視鏡が減収となっており、その理由は主要市場の欧米で競合による値引きやバンドル等を背景とした価格圧力が高まったためです。,メガネレンズ+11%、コンタクトレンズ+4%、内視鏡-4%。主要市場である欧米において、競合による値引きやバンドル等を背景とした価格圧力の高まりにより、全体で減収となった。,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,"6,7,8"
Q0190,HOYAの情報・通信事業におけるHDD基板のFY25 Q4の見通しについて、季節性と需要の観点からどのように説明されていますか？,answerable,reasoning,高い需要を背景に、通常よりも季節性が薄まり、前四半期比で微減にとどまる見通しとされています。,Q4は高い需要を背景に、通常より季節性が薄まり微減にとどまる見通し。,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,14
Q0191,HOYAがFY25 Q3決算説明資料で公表している、2026年度（FY26）の具体的な設備投資額の予算はいくらですか？,unanswerable,N/A,,,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,
Q0192,HOYAのライフケア事業において、競合他社であるオリンパス社と比較した際の内視鏡製品の世界シェアは何％と記載されていますか？,unanswerable,N/A,,,ＨＯＹＡ_2026年3月期 第３四半期 決算説明会プレゼンテーション資料 .pdf,
Q0193,JCRファーマの2026年3月期第3四半期累計における連結売上高は、前年同期と比較して何パーセント増加しましたか？,answerable,simple,17.3%増加しました。,"売上高 25,880 30,353 +4,472 +17.3%",ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,4
Q0194,"JCRファーマが2026年3月期の通期連結業績予想において、営業利益を前回発表の2,600百万円から400百万円へ下方修正した主な理由を3つ挙げてください。",answerable,reasoning,売上原価の増加（12億円増）、販売費及び一般管理費の増加（12億円増）、および研究開発費の増加（15億円増）が主な理由です。,"営業利益：売上原価や販管費の増加により22億円下方修正
✓ 売上原価：前回発表予想から12億円増加
✓ 販売費及び一般管理費：前回発表予想から12億円増額修正
✓ 研究開発費：前回発表予想から15億円増額修正",ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,6
Q0195,JCRファーマの製品「グロウジェクト」の2026年3月期第3四半期累計売上高が前年同期比で減収となった要因は何ですか？,answerable,simple,薬価改定の影響によるものです。,グロウジェクト®の減収は薬価改定の影響,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,5
Q0196,JCRファーマがアレクシオン社と締結したJUST-AAV技術に関するライセンス契約において、受け取ることができるマイルストーンフィーの最大総額とその内訳を教えてください。,answerable,reasoning,"最大総額は8億2,500万米ドルで、内訳は研究開発マイルストーンフィーが最大2億2,500万米ドル、販売マイルストーンフィーが最大6億米ドルです。","最大で8億2,500万米ドルのマイルストーンフィー
- 研究開発マイルストーンフィー ：最大 2億2,500万米ドル
- 販売マイルストーンフィー ：最大 6億米ドル",ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,19
Q0197,JCRファーマが国内導入を計画しているデュシェンヌ型筋ジストロフィー治療薬「Givinostat」について、日本国内での承認取得目標時期と、海外（米国・EU）での承認状況を併せて説明してください。,answerable,multi_chunk,国内では2028年までの承認取得を目指しています。海外では、米国で2024年3月に承認済み、EUでは2025年6月に条件付き承認を取得しています。,Givinostat デュシェンヌ型筋ジストロフィー...2028年までの国内承認取得を目指し...米国（2024年3月） EU（2025年6月 条件付き承認）,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,"10, 23"
Q0198,JCRファーマの2026年3月期第3四半期決算において、特別利益として計上された「助成金収入」の具体的な発生理由は何ですか？,answerable,simple,神戸サイエンスパークセンター（原薬工場）の助成金確定に伴うものです。,特別利益は神戸サイエンスパークセンター（原薬工場）の助成金確定に伴う助成金収入を計上,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,4
Q0199,JCRファーマの開発パイプライン「JR-141」の適応症と、米国・欧州・ブラジルにおける承認予定時期を教えてください。,answerable,simple,適応症はムコ多糖症II型（ハンター症候群）で、承認予定時期は2027年度までとなっています。,JR-141 ムコ多糖症II型（ハンター症候群）...～2027年度 米国・欧州・ブラジルでの承認予定,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,10
Q0200,JCRファーマがアガルシダーゼ ベータBS点滴静注「JCR」の独占的な開発・販売権を許諾したMenagen社との契約地域に含まれる9ヵ国をすべて挙げてください。,answerable,reasoning,サウジアラビア王国、アラブ首長国連邦、オマーン国、クウェート国、カタール国、バーレーン王国、トルコ共和国、イラク共和国、エジプト・アラブ共和国の9ヵ国です。,＊サウジアラビア王国、アラブ首長国連邦、オマーン国、クウェート国、カタール国、バーレーン王国、トルコ共和国、イラク共和国、 エジプト・アラブ共和国,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,22
Q0201,JCRファーマが2026年3月期第3四半期時点で、2027年3月期の配当予想額をいくらと発表しているか教えてください。,unanswerable,N/A,,,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,
Q0202,JCRファーマが提携しているItalfarmaco社の2025年度における年間総売上高はいくらですか？,unanswerable,N/A,,,ＪＣＲファーマ_2026年3月期 第3四半期 決算説明会 プレゼンテーション資料 .pdf,
Q0203,JTの2025年度決算において、調整後営業利益（為替一定）は前年度比で何パーセント増加しましたか？,answerable,simple,24.9%増加しました。,"全社 調整後営業利益（為替⼀定）1 9,275億円 前年度比：+24.9%",ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,5
Q0204,JTグループの「経営計画2026」における、2026年から2028年の3年間でのRRPへの投資計画額を教えてください。,answerable,simple,"約8,000億円です。","2026-2028年の3年間において、RRPへの約 8,000 億円の投資を計画",ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,12
Q0205,JTの2025年度実績における財務報告ベースの当期利益は、2024年度に計上されたどのような要因の剥落等により増益となりましたか？,answerable,reasoning,2024年度に計上したカナダでの訴訟損失引当金の剥落等により増益となりました。,2024年度に計上した訴訟損失引当金の剥落等により増益,ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,23
Q0206,JTの2025年度における一株当たり年間配当金（予定）と、2026年度の見込みにおける配当性向の目安をそれぞれ答えてください。,answerable,multi_chunk,2025年度の一株当たり年間配当金は234円（予定）であり、2026年度を含む株主還元方針では配当性向75%を目安としています。,一株当たり年間配当金は、過去最高となる234円（予定） / 資本市場における競争力ある⽔準3として、配当性向75%を目安4とする,ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,"5,8"
Q0207,JTのたばこ事業において、2025年12月時点の「Ploom」のHeated Productsシェアが最も高い市場とその数値を答えてください。,answerable,simple,スロバキアで、シェアは6.6%です。,各市場における PloomのHeated Products シェア 1) スロバキア 6.6% 25年12月,ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,16
Q0208,JTの加工食品事業における2026年度の業績見込では、売上収益と調整後営業利益は2025年度実績と比較してどのような増減が予想されていますか？,answerable,reasoning,"売上収益は105億円の増収（1,700億円）を見込む一方、調整後営業利益は6億円の減益（80億円）を見込んでいます。","加工食品事業（億円） 2026年度見込 売上収益 1,700 (+105) 調整後営業利益 80 (-6)",ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,28
Q0209,JTの「4Sモデル」において、責任を果たすべき対象として定義されている4つのステークホルダーをすべて挙げてください。,answerable,simple,お客様、株主、従業員、社会の4者です。,“お客様を中心として、株主、従業員、社会の4者に対する責任を高い次元でバランスよく果たし、4者の満足度を高めていく”,ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,7
Q0210,JTの2025年度実績において、たばこ事業の調整後営業利益（為替一定）が23.5%成長した主な要因を、数量、価格、その他の3つの観点から説明してください。,answerable,multi_chunk,"数量効果（Volume）で525億円、価格・構成効果（Price/Mix）で2,975億円のプラス寄与があった一方、Ploomへの投資強化やインフレに伴うコスト増（Others）で1,643億円のマイナス影響がありました。","調整後営業利益 増減要因（億円） 2024年 7,918 Volume 525 Price/Mix 2,975 Others -1,643 2025年為替一定 9,775",ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,24
Q0211,JTが2025年度に買収を完了したVector Group Ltd.の、買収にかかった具体的な総取得金額はいくらですか？,unanswerable,N/A,,,ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,
Q0212,JTの次世代製品「Ploom AURA」に搭載されている加熱温度の制御アルゴリズムの技術的詳細について教えてください。,unanswerable,N/A,,,ＪＴ_2025年度 決算説明会資料（Allプレゼンテーション） .pdf,
Q0213,日本リート投資法人の第27期（2025年12月期）における1口当たり分配金（DPU）の実績値はいくらですか？,answerable,simple,"2,433円です。","第27期(2025年12月期) 実績 DPU（1口当たり分配金） 2,433円",Ｒ－日本リート_第27期決算説明資料 .pdf,21
Q0214,日本リート投資法人が第28期に取得を予定している「ホテルリソル秋葉原」の取得予定価格と、鑑定評価額に対する差異（比率）を教えてください。,answerable,simple,"取得予定価格は6,125百万円で、鑑定評価額（7,940百万円）に対する差異の比率は▲22.8%です。","ホテルリソル秋葉原 取得(予定)価格 6,125百万円 鑑定評価額 7,940百万円 比率 ▲22.8%",Ｒ－日本リート_第27期決算説明資料 .pdf,7
Q0215,日本リート投資法人の第27期末時点における有利子負債の「固定金利比率」は、第25期末と比較してどのように変化しましたか？,answerable,reasoning,第25期末の93.9%から、第27期末には87.0%へと低下しています。,固定金利比率 第25期 93.9% 第27期 87.0%,Ｒ－日本リート_第27期決算説明資料 .pdf,32
Q0216,日本リート投資法人が公募増資（第28期）に関連して実施する「本取組み」において、取得する5物件の平均築年数と、譲渡する1物件の築年数の差は何年ですか？,answerable,reasoning,取得物件の平均築年数は5.2年、譲渡物件は38.6年であり、その差は33.4年です。,本取組み（取得） 平均築年数 5.2年 本取組み（譲渡） 築年数 38.6年,Ｒ－日本リート_第27期決算説明資料 .pdf,6
Q0217,日本リート投資法人の第27期決算において、営業収益が第26期実績と比較して640百万円増加した主な要因は何ですか？,answerable,reasoning,主に不動産等売却益が650百万円増加したことが寄与しています。,"営業収益（内、不動産売却益） 第26期実績 11,013 (2,470) 第27期実績 11,654 (3,121) 増減 +640 (650)",Ｒ－日本リート_第27期決算説明資料 .pdf,21
Q0218,日本リート投資法人の第27期末時点のポートフォリオにおいて、投資比率が最も高い物件名とその比率を教えてください。,answerable,simple,大宮センタービルで、投資比率は6.1%です。,"1 大宮センタービル 15,585百万円 6.1%",Ｒ－日本リート_第27期決算説明資料 .pdf,42
Q0219,日本リート投資法人が掲げる「ポートフォリオ強靭化」戦略において、2022年12月期末と比較して本取組み後（2026年3月30日見込）の「ホテル比率」の目標値と実績見込みはどうなっていますか？,answerable,multi_chunk,ホテル比率は10～15%を目指しており、2022年12月期末の0%から、本取組み後には7.5%まで上昇する見込みです。,ホテル比率 10～15％ を目指す 2022年12月期末 0% 本取組み後（2026年3月30日見込） 7.5%,Ｒ－日本リート_第27期決算説明資料 .pdf,13
Q0220,日本リート投資法人の第27期におけるオフィス物件の「テナント入替時の賃料増減率」と「契約更新時の賃料増減率」をそれぞれ教えてください。,answerable,multi_chunk,テナント入替時は+15.8%、契約更新時は+3.9%です。,テナント入替時の賃料増減率が+15.8％ 契約更新時の賃料増減率は3.9％,Ｒ－日本リート_第27期決算説明資料 .pdf,"27,28"
Q0221,日本リート投資法人が第27期に取得した「ホテルリソルステイ秋葉原」の運営において、2024年と比較した2025年のRevPARの上昇率は何%とされていますか？,answerable,simple,前年比で+16%です。,ホテル：第27期取得のホテルリソルステイ秋葉原（変動賃料）の2025年RevPARは前年比＋16%,Ｒ－日本リート_第27期決算説明資料 .pdf,4
Q0222,日本リート投資法人が2027年以降に実施を計画している具体的な物件の売却スケジュールと売却予定価格を教えてください。,unanswerable,N/A,,,Ｒ－日本リート_第27期決算説明資料 .pdf,
Q0223,株式会社テイクアンドギヴ・ニーズが2026年3月6日に発表した訂正資料において、2025年12月期の通期営業利益は訂正後いくらになりましたか？,answerable,simple,"1,622百万円です。","2025年12月期 通期 実績 営業利益 1,622 4.5%",Ｔ＆Ｇニーズ_(訂正)「2025年12月期決算説明資料」の一部訂正に関するお知らせ .pdf,3
Q0224,「2025年12月期決算説明資料」の訂正において、連結貸借対照表（2025/12末）の「純資産合計」は訂正前と訂正後でどのように変化しましたか？,answerable,reasoning,"訂正前の17,866百万円から、訂正後は17,332百万円へと534百万円減少しました。","【訂正前】純資産合計 17,866 【訂正後】純資産合計 17,332",Ｔ＆Ｇニーズ_(訂正)「2025年12月期決算説明資料」の一部訂正に関するお知らせ .pdf,8
Q0225,テイクアンドギヴ・ニーズの2025年12月期実績において、国内ウェディング事業の営業利益と、全社連結の営業利益（訂正後）はそれぞれいくらですか？,answerable,multi_chunk,"国内ウェディング事業の営業利益は3,004百万円、全社連結の営業利益は1,622百万円です。","国内ウェディング事業 営業利益 3,004 / 営業利益 1,622",Ｔ＆Ｇニーズ_(訂正)「2025年12月期決算説明資料」の一部訂正に関するお知らせ .pdf,"5,6"
Q0226,2026年3月6日付の訂正公告において、2025年12月期の「当期純利益」が38百万円からマイナス76百万円に修正された主な理由は何ですか？,answerable,reasoning,2025年2月13日付で公表した決算短信の訂正に伴い、関連箇所を修正したためです。,本資料は、2025 年 2 月 13 日付で公表いたしました決算短信の訂正に伴い、関連箇所を修正したものです。,Ｔ＆Ｇニーズ_(訂正)「2025年12月期決算説明資料」の一部訂正に関するお知らせ .pdf,1
Q0227,株式会社テイクアンドギヴ・ニーズが運営する「TRUNK(HOTEL)」の2027年度における具体的な宿泊稼働率の予測値は、この訂正資料に記載されていますか？,unanswerable,N/A,,,Ｔ＆Ｇニーズ_(訂正)「2025年12月期決算説明資料」の一部訂正に関するお知らせ .pdf,
