q_id,question,question_type,difficulty,ref_answer,ref_evidence,ref_file,ref_page
Q0133,2026年1月14日に開催された「第4回 AI利活用における民事責任の在り方に関する研究会」の事務局説明資料において、AIの類型II（判断尊重型AI）と定義されるものの具体的な特徴は何ですか。,answerable,simple,AIの出力が人の判断や行動の全部又は一部を代替する前提で提供されており、AIの判断を尊重しながら用いることが予定されているという特徴があります。,類型Ⅱ：AIの出力が人の判断や行動の全部又は一部を代替する前提で提供されており、AIの判断を尊重しながら用いることが予定されているAI,資料3　事務局説明資料 第４回.pdf,7
Q0134,「AI利活用における民事責任の在り方に関する研究会」の資料によると、判断尊重型AIにおけるAI利用者の注意義務の対象は、補助利用型AIの場合と比較してどのように変化するとされていますか。,answerable,reasoning,補助利用型AIでは個々の状況下で適切な判断や行動を行うことが求められますが、判断尊重型AIでは、AIシステムを適正に用いるための体制構築及びその運用へと注意義務の対象が転換されます。,注意義務の対象は、適切な判断や行動を行うことからAIシステムを適正に用いるための体制構築及びその運用へと転換。,資料3　事務局説明資料 第４回.pdf,8
Q0135,第4回研究会の事務局説明資料に示されたスケジュールにおいて、修正版の報告書案が確定し、年度末を目処に公表されるまでの具体的なプロセスを説明してください。,answerable,multi_chunk,1月26日の週に修正版を展開し、1月末〜2月第1週を目処に報告書案を確定させます。その後、英訳やパブリックコメント等の手続を進めた上で、年度末を目処に公表する計画です。,② 追加のご意見を踏まえた修正版を1月26日（月）の週に展開、1月末〜2月第1週を目処に報告書案を確定 ③ 英訳やパブリックコメント等の手続を進めた上、年度末を目処に公表,資料3　事務局説明資料 第４回.pdf,6
Q0136,AIエージェントの想定事例において、学習教材販売業者Bが導入したAIが、社内マニュアルで「補助金の対象外」とされていたにもかかわらず「対象となる」と誤回答した直接的な原因は何ですか。,answerable,simple,インターネット上で当該補助金が広汎に適用されている情報等を検索した結果を踏まえて回答したことが原因です。,インターネット上で当該補助金が広汎に適用されている情報等を検索した結果を踏まえ、「補助の対象となる」と回答した。,資料3　事務局説明資料 第４回.pdf,9
Q0137,経済産業省の「AI利活用における民事責任の在り方に関する研究会」において、AI開発ベンダAが提供するマルチモーダルLLMの具体的なパラメータ数や学習データセットの詳細はどのように記載されていますか。,unanswerable,N/A,,,資料3　事務局説明資料 第４回.pdf,
Q0138,「AI利活用における民事責任の在り方に関する研究会」の第2回研究会において、専門家の注意義務についてどのような意見が出されましたか？,answerable,simple,認知科学の知見から、専門家であってもAIによる注意水準への影響は避けられないため、AIをどう活用すべきか判断する「適切な利用方法に関する高度な判断能力」こそが注意義務の中心となるべきという意見や、弁護士等の専門家は最終的な判断責任を自身が負うという基本線は揺るがないという意見が出されました。,認知科学の知見からは、専門家であってもAIによる注意水準への影響は避けられない。当該領域においてAIをどう活用すべきかを判断する「適切な利用方法に関する高度な判断能力」こそ、専門家としての注意義務の中心となるべきではないか。,資料3　事務局説明資料 第３回.pdf,3
Q0139,想定事例5の取引審査AIにおいて、AIサービス開発事業者A社が提供するAIサービスは、入居申込者をどのような3つのランクに分類しますか？,answerable,simple,①合格、②最終的な合否を人が判断する、③不合格の3ランクに分類します。,①合格、②最終的な合否を人が判断する、③不合格の3ランクに分類する。Aは当該AIサービスをクラウド形式で複数の不動産事業者に対し提供している。,資料3　事務局説明資料 第３回.pdf,6
Q0140,入居審査AIの統計的バイアスを評価する指標のうち、「Demographic Parity（合格比率の差）」の視点と具体例について説明してください。,answerable,reasoning,視点は「AIが合格と判定する割合が属性ごとに同じか」という点です。具体例としては、AIが合格と判断する割合が男性60%・女性40%であり、20%の乖離がある状態が挙げられます。,指標：Demographic Parity（合格比率の差） 視点：AIが合格と判定する割合が属性ごとに同じか 具体例：AIが合格と判断する割合が男性60%・女性40%であり20％の乖離がある,資料3　事務局説明資料 第３回.pdf,12
Q0141,想定事例6の自律走行ロボット（AMR）において、分岐a、分岐b、分岐cで発生した事故の内容をそれぞれ簡潔に述べてください。,answerable,multi_chunk,分岐aはAMRが前方の従業員Vに衝突し負傷させた事故、分岐bは自己診断AIの誤診断により機体が発火・延焼した事故、分岐cは運用過程のアップデートにおけるソフトウェアのバグにより事故が生じたケースです。,【分岐a】AMRの前方にいた従業員Vに衝突し、負傷させた。【分岐b】バッテリの温度上昇に関する誤った診断を作業員に伝えた結果、機体が発火し延焼した。【分岐c】運用過程におけるアップデートにおいてソフトウェアに重大なバグが混入し事故が生じた。,資料3　事務局説明資料 第３回.pdf,21
Q0142,製造物責任法における「欠陥」の三類型について、AMRなどのロボットに当てはめた場合、それぞれどのような内容になりますか？,answerable,reasoning,「製造上の欠陥」は設計・仕様どおりに作られず安全性を欠く場合、「設計上の欠陥」は設計段階で安全性への配慮が不十分で安全性を欠く結果となった場合、「指示・警告上の欠陥」は除去し得ない危険性について適切な情報を製造者が与えない場合を指します。,製造上の欠陥：製造物が設計・仕様どおりに作られず安全性を欠く場合 設計上の欠陥：製造物の設計段階で十分に安全性に配慮しなかったために、製造物が安全性に欠ける結果となった場合 指示・警告上の欠陥：その危険性の発現による事故を消費者側で防止・回避するのに適切な情報を製造者が与えない場合,資料3　事務局説明資料 第３回.pdf,24
Q0143,AMRの欠陥判断において、「製造物の表示」に関する視点ではどのような説明がなされていますか？,answerable,simple,衝突の危険性等は外部から認知しやすいものの、技術的な設計内容や予想外の挙動をしやすい状況については外部から推知することが困難であるため、リスクに関する慎重な説明が求められやすいとされています。,衝突の危険性等は外部から認知しやすいが、安全性に影響する技術的な設計内容や予想外の挙動をしやすい状況等については外部から推知することが困難であり、リスクに関する慎重な説明が求められやすい,資料3　事務局説明資料 第３回.pdf,25
Q0144,自律走行ロボット（AMR）の事故における立証手段として、メーカー（C）の責任を検証するために重要と考えられる資料にはどのようなものがありますか？,answerable,reasoning,運行ログ・イベントログ（速度や停止の機能状況）、車載センサ・カメラの記録・映像、事故現場の監視カメラ映像などが重要な資料として挙げられています。,・運行ログ・イベントログ等、速度や停止の機能状況等を示す記録 ・車載センサ・カメラの記録・映像 ・事故現場の監視カメラ映像 等,資料3　事務局説明資料 第３回.pdf,36
Q0145,想定事例5と6において、AI開発者・提供者が適切な注意を払っていたことを示すために共通して重要とされる「AI事業者ガイドライン」に関連する証拠は何ですか？,answerable,multi_chunk,AIモデルのバイアスの概要や低減措置に関する書面（事例5）、およびリスクアセスメントの結果やそれに基づき設計された運用マニュアル等の文書（事例6）が、ガイドラインに求められる措置を講じていたことを示す重要な証拠となります。,事例5：公平性評価レポートその他AIモデルのバイアスの概要に関する書面。事例6：リスクアセスメントの結果を記載した文書、リスクアセスメントに基づき設計された現場レイアウトや運用マニュアル等の内容を示す文書 等,資料3　事務局説明資料 第３回.pdf,"19,36"
Q0146,2025年12月3日時点の日本国内における、自律走行ロボット（AMR）専用の強制的な賠償責任保険制度の具体的な保険料率について教えてください。,unanswerable,N/A,,,資料3　事務局説明資料 第３回.pdf,
Q0147,事務局説明資料に記載されている「想定事例5：取引審査AI」において、A社が提供するAIサービスの月額利用料金はいくらですか？,unanswerable,N/A,,,資料3　事務局説明資料 第３回.pdf,
